##;;;;;;;;;;;X
##### Open this document in Excel, version 5 or later.;;;;;;;;;;;X
##### To convert the semicolon-separated list to a normal Excel table, first click on the 'A' above to select the entire 'A' column.;;;;;;;;;;;X
##### Select 'Data' -> 'Text to Columns' -> 'Delimited' -> 'Next';;;;;;;;;;;X
##### Check 'Semicolon' (ONLY!) -> 'Finish';;;;;;;;;;;X
##### Select column 'A' through 'K' (click + drag on letters above columns);;;;;;;;;;;X
##### Right-click anywhere on the sheet (inside the selection) and select 'Column width' and set it so that only THREE columns are visible ('45' with 1024 x 768 screen resolution);;;;;;;;;;;X
##### Right-click anywhere on the sheet again (still inside the selection) and select 'Format Cells' -> 'Alignment' -> check 'Wrap Text' + select 'Vertical: Top' -> 'OK';;;;;;;;;;;X
##### Place the cursor in cell C1 and select 'Window' -> 'Freeze Panes' (allows you to scroll horizontally to see any language in the rightmost coulmn while still having the string names/comments and the english original text in the left and middle column;;;;;;;;;;;X
##### CAREFULLY read the instructions in cells B18 ? B36;;;;;;;;;;;X
##;;;;;;;;;;;X
##;;;;;;;;;;;X
##;NOTES TO TRANSLATORS:;;;;;;;;;;X
##;=====================;;;;;;;;;;X
##;;;;;;;;;;;X
##;1) '%s' is for indicating where another string is inserted, and MAY NEVER BE REMOVED! If there are more than one '%s' in a string, they may NOT CHANGE PLACES.;;;;;;;;;;X
##;###############################################################################################################################################################################################################################################################;;;;;;;;;;X
##;3) '%t' is for indicating where the player's 'title' is inserted, however only in game message boxes.';;;;;;;;;;X
##;###############################################################################################################################################################################################################################################################;;;;;;;;;;X
##;5) A dollar sign, '$' will always automatically be replaced by the 'ducats' icon.;;;;;;;;;;X
##;6) Any row with a '#' in the first column (column 'A') will be ignored. However, you cannot use any paragraph characters in these rows!!!;;;;;;;;;;X
##;7) To insert a carriage return, insert a '\n' (backslash + n);;;;;;;;;;X
##;8) No formatting can be done in this file. To change the color of a text, insert the following codes in front of the word:;;;;;;;;;;X
##;TEXT COLORS:;;;;;;;;;;X
##;§A = 0,64,0;;;;;;;;;;X
##;§B = 0,0,192;;;;;;;;;;X
##;§C = 128,0,0;;;;;;;;;;X
##;§D = 255,255,0;;;;;;;;;;X
##;§E = 255,0,255;;;;;;;;;;X
##;§F = 255,128,0;;;;;;;;;;X
##;§G = 0,100,0;;;;;;;;;;X
##;§H = 128,128, 128;;;;;;;;;;X
##;§I = 0,0,255;;;;;;;;;;X
##;§J = 0,192,0;;;;;;;;;;X
##;§M = 100,255,100;;;;;;;;;;X
##;§N = 255,100,100;;;;;;;;;;X
##;§R = 240,0,0;;;;;;;;;;X
##;§W = 255,255,255;white;;;;;;;;;X
##;§Y = 208,232,248;orange;;;;;;;;;X
##;§Z = 0,0,0;;;;;;;;;;X
##;§§ - restores old color;;;;;;;;;;X
##;###############################################################################################################################################################################################################################################################;;;;;;;;;;X
##;###############################################################################################################################################################################################################################################################;;;;;;;;;;X
##;10) ALL CELLS in column 'L' in this document MUST contain a character!;;;;;;;;;;X
##;11) The LAST CELL in the 'A' column MUST contain the string '#EOF';;;;;;;;;;X
##;12) If you want to begin a string with a ' (citation mark), you will need to type it twice (Excel will read the first one as a commentary which is not  exported into the actual text database file);;;;;;;;;;X
##;;;;;;;;;;;X
##;WHEN DONE: save as 'Semicolon Separated (.csv)' format, and make sure the file is called 'Text.csv'.;;;;;;;;;;X
##;;;;;;;;;;;X
##;NOTE: If Excel complains about an 'Error in formula' when the cell content begins with a '+' or '-' sign, type a ' (citation mark) in front of the plus or minus.;;;;;;;;;;X
##;;;;;;;;;;;X
##;;;;;;;;;;;X
#  STRING NAME (do not change!);English;French;Italian;Spanish;German;Polish;Portuguese;Russian;;Extra2;X
#  ========================;==========;==========;==========;========;==========;==========;==========;==========;;==========;X
#LANGUAGE;English;French;Italian;Spanish;German;Polish;Portuguese;Russian;;Extra2;X
##;;;;;;;;;;;X
MODEL_RSI_22_4;Taranto-class;Classe Taranto;Classe Taranto;Clase Taranto;Taranto-Klasse;Taranto-klasa;;Класс 'Проект 65';;;X
MODEL_RSI_22_5;Beirut-class;Classe Beirut;Classe Beirut;Clase Beirut;Beirut-Klasse;Beirut-klasa;;Класс 'Свердлов';;;X
MODEL_RSI_22_6;Hefa-class;Classe Hefa;Classe Hefa;Clase Hefa;Hefa-Klasse;Hefa-klasa;;Класс 'Грозный';;;X
MODEL_RSI_23_0;Nazareth-class;Classe Nazareth Kavkaz;Classe Nazareth Kavkaz;Clase Nazareth Kavkaz;Nazareth Kavkaz-Klasse;Nazareth Kavkaz-klasa;;Класс 'Красный Кавказ';;;X
MODEL_RSI_23_1;Tabriz-class;Classe Tabriz;Classe Tabriz;Clase Tabriz;Tabriz-Klasse;Tabriz-klasa;;Класс 'Киров';;;X
MODEL_RSI_23_2;Bushehr-class;Classe Bushehr;Classe Bushehr;Clase Bushehr;Bushehr-Klasse;Bushehr-klasa;;Класс 'Проект 66';;;X
MODEL_RSI_23_3;Jerusalem-class;Classe Jerusalem;Classe Jerusalem;Clase Jerusalem;Jerusalem-Klasse;Jerusalem-klasa;;Класс 'Проект 66';;;X
MODEL_RSI_23_4;Korinthos-class;Classe Korinthos;Classe Korinthos;Clase Korinthos;Korinthos-Klasse;Korinthos-klasa;;Класс 'Проект 66';;;X
MODEL_RSI_23_5;Siracusa-class;Classe Siracusa;Classe Siracusa;Clase Siracusa;Siracusa-Klasse;Siracusa-klasa;;Класс 'Проект 66';;;X
MODEL_RSI_23_6;Nicaea-class;Classe Nicaea;Classe Nicaea;Clase Nicaea;Nicaea-Klasse;Nicaea-klasa;;Класс 'Проект 66';;;X
MODEL_RSI_23_7;Belgrad-class;Classe Belgrad;Classe Belgrad;Clase Belgrad;Belgrad-Klasse;Belgrad-klasa;;Класс 'Слава';;;X
MODEL_RSI_25_0;Ankyra-class;Classe Ankyra;Classe Ankyra;Clase Ankyra;Ankyra-Klasse;Ankyra-klasa;;Класс 'Новик';;;X
MODEL_RSI_25_1;Larisa-class;Classe Larisa;Classe Larisa;Clase Larisa;Larisa-Klasse;Larisa-klasa;;Класс 'Гневный';;;X
MODEL_RSI_25_2;Patra-class;Classe Patra;Classe Patra;Clase Patra;Patra-Klasse;Patra-klasa;;Класс 'Ленинград';;;X
MODEL_RSI_25_3;Trabzond-class;Classe Trabzond;Classe Trabzond;Clase Trabzond;Trabzond-Klasse;Trabzond-klasa;;Класс 'Киев';;;X
MODEL_RSI_25_5;Varna-class;Classe Varna;Classe Varna;Clase Varna;Varna-Klasse;Varna-klasa;;Класс 'Спокойный' (Varna);;;X
MODEL_RSI_25_6;Irakleio-class;Classe Irakleio;Classe Irakleio;Clase Irakleio;Irakleio-Klasse;Irakleio-klasa;;Класс 'Гневный' (Kanin);;;X
MODEL_RSI_26_0;Cagliari-class;Classe Cagliari;Classe Cagliari;Clase Cagliari;Cagliari-Klasse;Cagliari-klasa;;Класс 'Сарыч' (Balkom-2);;;X
MODEL_RSI_26_1;Palermo-class;Classe Palermo;Classe Palermo;Clase Palermo;Palermo-Klasse;Palermo-klasa;;Класс 'Сарыч' (Balkom-2);;;X
MODEL_RSI_26_2;Damascus-class;Classe Damascus;Classe Damascus;Clase Damascus;Damascus-Klasse;Damascus-klasa;;Класс 'Сарыч' (Balkom-2);;;X
MODEL_RSI_26_3;Ahvraz-class;Classe Ahvraz;Classe Ahvraz;Clase Ahvraz;Ahvraz-Klasse;Ahvraz-klasa;;Класс 'Сарыч' (Balkom-2);;;X
MODEL_RSI_26_4;Venezia-class;Classe Venezia;Classe Venezia;Clase Venezia;Venezia-Klasse;Venezia-klasa;;Класс 'Сарыч' (Balkom-2);;;X
MODEL_RSI_26_5;Alexandretta-class;Classe Alexandretta;Classe Alexandretta;Clase Alexandretta;Alexandretta-Klasse;Alexandretta-klasa;;Класс 'Сарыч' (Balkom-2);;;X
MODEL_RSI_26_7;Chalkida-class;Classe Chalkida;Classe Chalkida;Clase Chalkida;Chalkida-Klasse;Chalkida-klasa;;Класс 'Кречет' (Kuril);;;X
MODEL_RSI_26_8;Sinai-class;Classe Sinai;Classe Sinai;Clase Sinai;Sinai-Klasse;Sinai-klasa;;Класс 'Ульяновск';;;X
MODEL_RSI_26_9;Aleppo-class;Classe Aleppo;Classe Aleppo;Clase Aleppo;Aleppo-Klasse;Aleppo-klasa;;Класс 'Орёл';;;X
MODEL_RSI_27_1;Palmyra-class;Classe Palmyra;Classe Palmyra;Clase Palmyra;Palmyra-Klasse;Palmyra-klasa;;Класс 'Проект 71';;;X
MODEL_RSI_27_2;Messina-class;Classe Messina;Classe Messina;Clase Messina;Messina-Klasse;Messina-klasa;;Класс 'Проект 71бис';;;X
MODEL_RSI_27_3;Tehran-class;Classe Tehran;Classe Tehran;Clase Tehran;Tehran-Klasse;Tehran-klasa;;Класс 'Проект 72';;;X
MODEL_RSI_27_4;Cilicia-class;Cilicia-class;Cilicia-class;Cilicia-class;Cilicia-class;Cilicia-class;;Cilicia-class;;;X
MODEL_RSI_27_5;Esfahan-class;Esfahan-class;Esfahan-class;Esfahan-class;Isfahan-Klasse;Esfahan-class;;Esfahan-class;;;X
##;###############################################################################################################################################################################################################################################################;;;;;;;;;;X
##COUNTRY NAMES;;;;;;;;;;;X;;;
FRA_ROY;Kingdom of France;Royaume de France;Kingdom of France;Kingdom of France;Regno di Francia;Reino de Francia;Kцnigreich Frankreich;Krуlestwo Francji;;;x
U04_ROY;Grand Duchy of Brittany;Grand-duchй de Bretagne;Granducato di Bretagna;Gran ducado de Bretaсa;GroЯherzogtum Bretagne;Wielkie Ksiestwo Bretania;;;;;X
U13_ROY;Grand Duchy of Brittany;Grand-duchй de Bretagne;Granducato di Bretagna;Gran ducado de Bretaсa;GroЯherzogtum Bretagne;Wielkie Ksiestwo Bretania;;;;;X
HOL_ROY;Kingdom of the Netherlands;Roayume des Pays-Bas;Regno dei Paesi Bassi;Reino de los Paнses Bajos;Kцnigreich der Niederlande;Krуlestwo Niderlandуw;;;;;x
DFR_COM;Worker's Union of Germany;Union des Travailleurs d’Allemagne;Union Germania;Uniуn di Alemania;Deutsche Arbeiterunion;Unia Niemiec;;;;;x
PHI_COM;Socialist Tagalog Republic;Socialist Tagalog Republic;Socialist Tagalog Republic;Socialist Tagalog Republic;Socialist Tagalog Republic;Socialist Tagalog Republic;;;;;x
U06_SPA;Occitanian Protectorate;Occitanie Protectorat;Occitania Protettorato;Occitania Protectorato;Okzitanien Protektorat;Oksytania Protektorat;;;;;X
##;;;;;;;;;;;X
ACTION_NAME_OK;OK;OK;Ok;Muy Bien;Ok;OK;;Ок;;;X
ACTION_NAME_GREAT;Great!;Super!;Ottimo!;ЎEstupendo!;GroЯartig!;Wspaniale!;;Великолепно !;;;X
ACTION_NAME_ACCEPT;Accept;Accepter;Accetta;Aceptar;Wir akzeptieren;Zgуdџ siк;;Принять !;;;X
ACTION_NAME_REFUSE;Refuse;Refuser;Rifiuta;Rechazar;Wir weigern uns;Odmуw;;Отказаться !;;;X
ACTION_NAME_DAMN;Damn!;Nom de dieu !;Dannazione!;ЎMaldiciуn!;Verdammt!;Do diabіa!;;Проклятье!;;;X
ACTION_NAME_YES;Yes!;Oui !;Sм!;ЎSн!;Ja!;Tak!;;Да!;;;X
ACTION_NAME_NO;No!;Non !;No!;ЎNo!;Nein!;Nie!;;Нет!;;;X
ACTION_NAME_HURRAH;Hurrah!;Hourrah !;Urrа!;Hurrah!;Ausgezeichnet;Hurra!;;Ура!;;;X
ACTION_NAME_OF_COURSE;Of course;Bien sыr;Certamente;Fuera los Yankees!;Natьrlich;Oczywiњcie;;Конечно !;;;X
ACTION_NAME_GOOD;Good!;Bien !;Bene!;ЎBien!;Gut!;Њwietnie!;;Хорошо !;;;X
ACTION_NAME_DECLINE;Decline;Refuser;Rifiuta;Rehusar;Wir lehnen ab;Odmуw;;Отклонить !;;;X
ACTION_NAME_EXCELLENT;Excellent!;Excellent !;Eccellente!;ЎExcelente!;Ausgezeichnet!;Doskonale!;;Отлично !;;;X
ACTION_NAME_PRELUDE;Prelude;Prйlude;Preludio;Preludio;Auftakt;Preludium;;Начать !;;;X
ACTION_NAME_NEVER;Never!;Jamais!;Mai!;ЎNunca!;Niemals!;Nigdy!;;Никогда !;;;X
ACTION_NAME_FIGHT;Fight!;Combattre!;Combatti!;ЎLuchar!;Wir kдmpfen;Walcz!;;Война !;;;X
ACTION_NAME_AGREE;Agree;Accepter;Accetta;Acceder;Einverstanden;Zgoda;;Согласиться !;;;X
ACTION_NAME_THE_COUP_SUCCEEDS;Coup d'etat;Coup d'йtat;Colpo di stato;Golpe de estado;Staatsstreich !;Zamach stanu;;Государственный переворот удался !;;;X
ACTION_NAME_THE_COUP_HAS_FAILED;The coup has failed;;Il colpo di stato и fallito;;;;;;;;X
##;;;;;;;;;;;X
SHORT_TECH_APP_LD_126_NAME;Defensive Focus;Prioritй а la dйfense;Focus difensivo;Foco Defensivo;Defensivfokus;Priorytet: Defensywa;;Приоритет - оборона;;;X
TECH_APP_LD_126_NAME;Defensive Focus;Prioritй а la dйfense;Focus difensivo;Foco Defensivo;Defensivfokus;Priorytet: Defensywa;;Приоритет - оборона;;;X
TECH_CMP_LD_126_1_NAME;;;;;;;;;;;X
TECH_APP_LD_39_NAME;Light Infantry doctrine;Doctrine d'Infanterie Lйgиre;Dottrina Fanteria Leggera;Doctrina de Infanteria Ligera;leichte Infanterie;Lekka piechota;;Тактика действий легкой пехоты;;;X
TECH_APP_LD_45_NAME;Light Mobility;Mobilitй Lйgиre;Mobilitа Leggera;Movilidad Ligera;leichte Beweglichkeit;Lekka mobilnoњж;;Мобильность легкой пехоты;;;X
TECH_APP_LD_46_NAME;Combined Arms;Armements Combinйs;Armi Combinate;Armamento combinado;Verbundene Waffen;Wojska poі№czene;;Общевойсковые соединения;;;X
TECH_APP_LD_49_NAME;Improved light Infantry;Infanterie Lйgиre Amйliorйe;Fanteria leggera migliorata;Infanteria Ligera mejorada;Verbesserte leichte Infantrie;Ulepszona lekka piechota;;Улучшенная легкая пехота;;;X
SHORT_TECH_APP_LD_39_NAME;Light Infantry;Infanterie Lйgиre;Fanteria Leggera;Infanteria Ligera;leichte Infanterie;Lekka piechota;;Такт. дейст. легк. пех.;;;X
SHORT_TECH_APP_LD_45_NAME;Light Mobility;Mobilitй Lйgиre;Mobilitа Leggera;Movilidad Ligera;leichte Beweglichk.;Lekka mobilnoњж;;Мобильн. легк. пех.;;;X
SHORT_TECH_APP_LD_46_NAME;Combined Arms;Armements Combinйs;Armi Combinate;Armamento combinado;Verb. Waffen;Wojska poі№czone;;Общевойсков соед.;;;X
SHORT_TECH_APP_LD_49_NAME;Imp.Lt. Infantry;Inf. Lйgиre Amй.;Fanteria Legg. Migl.;Infanteria LigeraMej.;verb.l. Infanterie;Ulepsz. lekk. piech.;;Улуч. легк. пехота;;;X
##;;;;;;;;;;;X
TECH_CAT_ARMOR;Armor Formation;Division blindйe;Divisione corazzata;Divisiуn blindada;Panzerdivision;Dywizja pancerna;;Бронетехника;;;X
TECH_APP_LD_90_NAME;Armor Division Formation;Division blindйe;Divisione corazzata;Divisiуn blindada;Panzerdivision;Dywizja pancerna;;Бронетанковая дивизия;;;X
SHORT_TECH_APP_LD_90_NAME;Armored Divisions;Div. blindйe;Div. corazzata;Div. blindada;Panzerdivision;Dywizja pancerna;;Бронетанк. дивизия;;;X
TECH_CMP_LD_90_1_NAME;Infantry-Tank Combined Combat Theory;Thйories de Combat Tank-Infanterie Combinйe;Teoria combattimento combinato Fanteria-Carri;Infanteria-Blindados Teoria Combate Combinado;kombinierter Einsatz von Panzer und Infanterie;Teoria wspуіpracy czoіgуw i piechoty;;Теория совместного боя пехоты и танков;;;X
TECH_CMP_LD_90_2_NAME;Maneuver Discipline;Discipline de Manњuvre;Disciplina di manovra;Disciplina de Maniobra;Manцverdisziplin;Dyscyplina manewrуw;;Координация маневров;;;X
TECH_CMP_LD_90_3_NAME;Infantry-Tank Mobility Theory;Thйorie de Mobilitй Tank-Infanterie;Teoria della mobilitа Fanteria-Carri;Infanteria-Blindados Teoria Movilidad;Infanterie und Panzer Mobilitдtstheorie;Teoria mobilnoњci czoіgуw i piechoty;;Теория пехотно-танковой мобильности;;;X
TECH_CMP_LD_90_4_NAME;Infantry-Tank Coordination;Coordination Tank-Infanterie;Coordinamento Fanteria-Carri;Infanteria-Blindados Coordinacion;Infanterie und Panzer Koordination;Koordynacja czoіgуw i piechoty;;Координация взаимодействия пехоты и танков;;;X
TECH_CMP_LD_90_5_NAME;Basic Infantry-Armor Cooperation;Cooperation Tank-Infanterie Basic;Cooperazione di base Fanteria-Corazzati;Infanteria-Blindados Cooperacion Basica;einfache Koordinierung Infanterie und gepanzerte Krдfte;Podstawowa wspуіpraca czoіgуw i piechoty;;Базовое взаимодействия пехоты и танков;;;X
##;;;;;;;;;;;X
SHORT_TECH_APP_LD_127_NAME;Manpower Focus;Prioritй aux rapport de force;Focus manodopera;Foco de Recursos Humanos;Manpower Focus;Priorytet: Siіa ludzka;;Приор. - людск. рес.;;;X
TECH_APP_LD_127_NAME;Manpower Focus;Prioritй aux rapport de force;Focus manodopera;Foco de Recursos Humanos;Manpower Focus;Priorytet: Siіa ludzka;;Приоритет - людские ресурсы;;;X
##;;;;;;;;;;;X
#SHORT_TECH_APP_LD_153_NAME;Unified Mobility Doctrine;;;;;;;;;;X
TECH_APP_LD_153_NAME;Unified Mobility Doctrine;;;;;;;;;;X
SHORT_TECH_APP_LD_154_NAME;Unified Manpower Doctrine;;;;;;;;;;X
TECH_APP_LD_154_NAME;Unified Manpower Doctrine;;;;;;;;;;X
SHORT_TECH_APP_LD_155_NAME;Unified Firepower Doctrine;;;;;;;;;;X
TECH_APP_LD_155_NAME;Unified Firepower Doctrine;;;;;;;;;;X
#;;;;;;;;;;;X
SHORT_TECH_APP_LD_143_NAME;Night Vision Tactics;Tactique de vision nocturne;Tattiche di visione notturna;Tбcticas de Visiуn Nocturna;Nachtangriff;Taktyka walki nocnej;;Ночное видение;;;X
TECH_APP_LD_143_NAME;Night Vision Tactics;Tactique de vision nocturne;Tattiche di visione notturna;Tбcticas de Visiуn Nocturna;Taktiken fьr Nachtangriffe;Taktyka walki nocnej;;Тактика ночного видения;;;X
SHORT_TECH_APP_LD_142_NAME;Hunter Groups;Groupe de chasseur;Gruppi di cacciatori;Grupos de caza;Jagdgruppen;Grupy myњliwcze;;Охотничьи группы;;;X
TECH_APP_LD_142_NAME;Hunter Groups;Groupe de chasseur;Gruppi di cacciatori;Grupos de caza;Jagdgruppen;Grupy myњliwcze;;Охотничьи группы;;;X
SHORT_TECH_APP_LD_144_NAME;Modern Spearhead;Fer de lance moderne;Teste di lancia moderne;Punta de lanza moderna;Angriffspitze;Wspуіczesna szpica;;Сов. передов. отряды;;;X
TECH_APP_LD_144_NAME;Modern Spearhead;Fer de lance moderne;Teste di lancia moderne;Punta de lanza moderna;Moderne Angriffspitze;Wspуіczesna szpica;;Современные передовые отряды;;;X
SHORT_TECH_APP_LD_145_NAME;Air-cavalry Doctrine;Doctrine de cavalerie aйrienne;Dottrina cavalleria dell'aria;Doctrina de la Aero caballerнa;Luftkavallerie;Doktryna kawalerii pow.;;Воздушн. кавалерия;;;X
TECH_APP_LD_145_NAME;Air-cavalry Doctrine;Doctrine de cavalerie aйrienne;Dottrina cavalleria dell'aria;Doctrina de la Aero caballerнa;Doktrin der Luftkavallerie;Doktryna kawalerii powietrznej;;Концепция воздушной кавалерии;;;X
SHORT_TECH_APP_LD_146_NAME;Special Forces Focus;Concentration de forces spйciales;Focus forze speciali;Foco de Fuerzas Especiales;Spezialkrдfte;Nacisk na siіy spec.;;Приор.-войска спецн.;;;X
TECH_APP_LD_146_NAME;Special Forces Focus;Concentration de forces spйciales;Focus forze speciali;Foco de Fuerzas Especiales;Spezialkrдfte;Nacisk na siіy specjalne;;Приоритет - войска специального назначения;;;X
SHORT_TECH_APP_LD_147_NAME;Overwhelming Attack Doctrine;Doctrine d'attaque йcrasante;Dottrina dell'attacco travolgente;Doctrina de Ataque Abrumador;Ьbermacht Doktrin;Doktryna przytі. ataku;;Подавляющая атака;;;X
TECH_APP_LD_147_NAME;Overwhelming Attack Doctrine;Doctrine d'attaque йcrasante;Dottrina dell'attacco travolgente;Doctrina de Ataque Abrumador;Ьbermacht Doktrin;Doktryna przytіaczaj№cego ataku;;Доктрина подавляющей атаки;;;X
SHORT_TECH_APP_LD_148_NAME;Flexible Reaction Doctrine;Doctrine de la rйaction suple;Dottrina della reazione flessibile;Doctrina de Reacciуn Flexible;Flex. Reaktion;Swobodna reakcja;;Гибкое реагирование;;;X
TECH_APP_LD_148_NAME;Flexible Reaction Doctrine;Doctrine de la rйaction souple;Dottrina della reazione flessibile;Doctrina de Reacciуn Flexible;Doktrin der flexiblen Reaktion;Doktryna swobodnej reakcji;;Концепция гибкого реагирования;;;X
SHORT_TECH_APP_LD_149_NAME;Modern Branch Interoperability;Interopйrabilitй des branches moderne;Interoperabilitа branche moderna;Poder de Interoperabilidad moderna;Bereichsьbergr.;Wspуіcz. wspуіpr. broni;;Сов. взаим. род. войск;;;X
TECH_APP_LD_149_NAME;Modern Branch Interoperability;Interopйrabilitй des branches moderne;Interoperabilitа branche moderna;Poder de Interoperabilidad moderna;Interoperabilitдt zwischen Bereichen;Wspуіczesna wspуіpraca broni;;Современное взаимодействие родов войск;;;X
SHORT_TECH_APP_LD_150_NAME;Military Projection;Projection de force;Proiezione militare;Proyecciуn Militar;milit. Projektion;Przewidywanie postкpu wojny;;Военн. планирование;;;X
TECH_APP_LD_150_NAME;Military Projection;Projection de force;Proiezione militare;Proyecciуn Militar;Darstellung militдrischer Stдrke;Przewidywanie postкpu wojny;;Военное планирование;;;X
SHORT_TECH_APP_LD_151_NAME;Nuklearer Schwerpunkt;Marteau Divin;Martello degli dei;Martillo divino;Gottes Hammer;Mіot Bogуw;; 'Молот богов';;;X
TECH_APP_LD_151_NAME;Nuklearer Schwerpunkt Doctrine;Marteau Divin;Dottrina martello degli dei;Doctrina de Martillo Divino;Gottes Hammer;Doktryna Mіota ogуw;;Доктрина 'Молота богов';;;X
SHORT_TECH_APP_LD_152_NAME;Quick Reaction Doctrine;Force de rйaction rapide;Dottrina della reazione rapida;Doctrina de Reacciуn Rбpida;Schn. Reaktion;Szybka reakcja;;Быстрое реагирование;;;X
TECH_APP_LD_152_NAME;Quick Reaction Doctrine;Force de rйaction rapide;Dottrina della reazione rapida;Doctrina de Reacciуn Rбpida;Doktrin der schnellen Reaktion;Doktryna szybkiej reakcji;;Доктрина быстрого реагирования;;;X
SHORT_TECH_APP_LD_156_NAME;Massive Retaliation;Reprйsailles massives;Rappresaglia massiva;Represalia Masiva;Gegenschlag;Masowy odwet;;Масс. ответный удар;;;X
TECH_APP_LD_156_NAME;Massive Retaliation;Reprйsailles massives;Rappresaglia massiva;Represalia Masiva;Doktrin des massiven Gegenschlags;Masowy odwet;;Массированный ответный удар;;;X
SHORT_TECH_APP_LD_157_NAME;Realistic Threat and Containment;Maоtrise des assauts;Contenimento realistico del rischio;Amenazas Realistas y Contenciуn;Eindдmmung;Reakcja na zagroїenia;;Реал. угроза и сдерж.;;;X
TECH_APP_LD_157_NAME;Realistic Threat and Containment;Maоtrise des assauts;Contenimento realistico del rischio;Amenazas Realistas y Contenciуn;Eindдmmung;Reakcja na zagroїenia;;Реальная угроза и сдерживание;;;X
SHORT_TECH_APP_LD_158_NAME;Assault Breaker Doctrine;Doctrine de l'assaut brisй;Dottrina dell'assalto dirompente;Doctrina de Asalto Rompedor;Angriffsbrecher;Doktryna przeіamania ataku;;Доктр. сокр. штурма;;;X
TECH_APP_LD_158_NAME;Assault Breaker Doctrine;Doctrine de l'assaut brisй;Dottrina dell'assalto dirompente;Doctrina de Asalto Rompedor;Angriffsbrecher;Doktryna przeіamania ataku;;Доктрина сокрушительного штурма;;;X
SHORT_TECH_APP_LD_159_NAME;Nuclear Focus Doctrine;Doctrine nuclйaire;Dottrina focus nucleare;Doctrina de Foco Nuclear;Nuklearer Fokus;Doktryna wojny nuklearnej;;Приор. - ядерн. оруж.;;;X
TECH_APP_LD_159_NAME;Nuclear Focus Doctrine;Doctrine nuclйaire;Dottrina focus nucleare;Doctrina de Foco Nuclear;Nuklearer Fokus;Doktryna wojny nuklearnej;;Приоритет - атомное оружие;;;X
##;;;;;;;;;;;X
TECH_APP_LD_301_NAME;People's Army Doctrine;Doctrine de la Armйe populaire;Dottrina della Ejйrcito del Pueblo;Doctrina de la Exйrcito do Povo;Volksarmee;Doktryna Armii Ludowej;;Концепция массированного боя;;;X
SHORT_TECH_APP_LD_301_NAME;People's Army;Armйe populaire;Ejйrcito del Pueblo;Exйrcito do Povo;Volksarmee;Armii Ludowej;;Массированный бой;;;X
TECH_APP_SW_131_NAME;Intercontinental Ballistic Missile;Missile balistique intercontinental;Missile balistico intercontinentale;Misil balнstico intercontinental;Interkontinentalrakete;Miкdzykontynentalna rakieta balistyczna;;Межконтинентальная баллист. ракета;;;X
SHORT_TECH_APP_SW_131_NAME;ICBM;MB interc.;Intercett. B M;ICBM;Interkont.-Rakete;Miкdzykon. rak. bal.;;Межконт.бал.ракета;;;X
##;;;;;;;;;;;X
cnuke_act;We will survive this;Nous allons y survivre;Sopravviveremo;Sobreviviremos a esto;Wir werden auch das ьberleben;Przeїyjemy to;;Мы переживем это…;;;X
